species	ERR2162200	ERR2162201	ERR2162202	ERR2162203	ERR2162204	ERR2162205	ERR2162206	ERR2162207	ERR2162208	ERR2162209	ERR2162210	ERR2162211	ERR2162212	ERR2162213	ERR2162214	ERR2162215	ERR2162216	ERR2162217	ERR2162218	ERR2162219	ERR2162220	ERR2162221	ERR2162222	ERR2162223	ERR2162224	SRR5930493	SRR5930494	SRR5930495	SRR5930496	SRR5930497	SRR5930498	SRR5930499	SRR5930500	SRR5930501	SRR5930502	SRR5930503	SRR5930504	SRR5930505	SRR5930506	SRR5930507	SRR5930508	SRR5930509	SRR5930510	SRR5930511	SRR5930512	SRR5930513	SRR5930514	SRR5930515	SRR5930516	SRR5930517	SRR5930518	SRR5930519	SRR5930520	SRR5930521	SRR5930522	SRR5930523	SRR5930524	SRR5930525	SRR5930526	SRR5930527	SRR5930528	SRR5930529	SRR5930530	SRR5930531	SRR5930532	SRR5930533	SRR5930534	SRR5930535	SRR5930536	SRR6000869	SRR6000870	SRR6000871	SRR6000873	SRR6000874	SRR6000877	SRR6000878	SRR6000890	SRR6000891	SRR6000892	SRR6000893	SRR6000894	SRR6000895	SRR6000896	SRR6000899	SRR6000900	SRR6000901	SRR6000902	SRR6000903	SRR6000905	SRR6000906	SRR6000907	SRR6000908	SRR6000909	SRR6000910	SRR6000911	SRR6000912	SRR6000920	SRR6000921	SRR6000931	SRR6000932	SRR6000940	SRR6000942	SRR6000943	SRR6000944	SRR6000945	SRR6000946	SRR6000947	SRR6000949
s__Alistipes_sp_AP11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.278299091959822	0	0	0	0	0	0	0.198772081930306	0	0	0	0	0.282739858630071	0.539691895791041	0.806625219513089	0	1.33389509551407	0	0	0	0	0	0	0	1.2250495714859	0	0.107024074161188	0	0	0	0	0	0	0	0.236954170393399	0.0847700084770008	0	0.197514333016448	0.268890881192429	0	0	0	0	0.247603416927154	0	0	0	0	0	0	0	0	0	0.117354278180593	0	0	0	0	0	0	0	0	0	0.96552	0.194905769210769	0.434090429739125	0	0	0	1.26468030719951	0	0	0	0	0	0	0.580486206702053	0	1.04008090040623	0	0.290198393234401	0	0	0	0.04339766681967	0.504895051434113	2.82818225756756	0	0	0.569782649174812	0	0	1.31599192134339	0
s__Alistipes_sp_HGB5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.20305413020312	0	5.46826763843328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.397963932449071	0	2.43974350557329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.295796968433653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128689961393012	0	0	0	0	0	0	0	0	0	0	1.23820965327868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Alistipes_unclassified	0	0	0.00137310417661207	3.19480089502575	0	0	0	0.711087115158369	0	0	0	0	0	0	0	0	0	1.79179946246016	0	0	0	0	0	0	0	0	4.90160754919623	0	0	0	0	0	0	3.53476384499832	0	0	2.64699952919831	0	0	0.0674182519940441	0	0	0	0	0	0.00401039101312378	0	0.00422018484409617	0	0	0	1.91735560134092	0	0	0	0	0	1.99885758423466	0	0	0	7.33687741225235	0	0	0	0.394180039418004	0	0	0	1.77881361957741	0	0	0	0	0	0	0.600122672178806	0	0	0	0	0	0	0	0	0	0	0.0350645303373196	0	0	0	0.400839959916004	0	0	0	0	4.19508196737706	2.46913	0	0	0	0.889979342301573	0.0980199705940088	0	0	0	0	0
s__Allobaculum_stercoricanis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56542225255503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Alloprevotella_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00439568972948603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Alloscardovia_omnicolens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00225233125082629	0	0	0.00022017611887749	0	0	0.0102405560621942	0.0103405821747764	0	0	0	0	0	0	0	0	0.031782373707761	0	0.0148234123495229	0	0	0	0	0	0	0	0.069093804924118	0	0.00102002580665291	0.0196873394401433	0	0	0	0	0	0	0	0	0	0.0827229734969783	0	0	0	0	0	0	0	0.0243839421568394	0.00531999893600021	0	0	0	0	0	0	0.0588072599307897	0	0	0	0	0	0	0.000650083990851618	0	0	0	0	0	0	0.000470857337039281	0	0	0	0	0	0	0	0	0	0	0.0076702308739493	0	0
s__Anaerococcus_hydrogenalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00877047623685966	0.0514028939829312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0031711822167304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Anaerococcus_lactolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0061503339631342	0.0243913732343131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00481179383674234	0	0	0	0	0	0	0	0	0	0.00118623311562225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Anaerococcus_obesiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00656035622734315	0.0524129508491328	0	0.00208273671604488	0	0	0.00345277879637532	0	0	0	0	0.00667199092209115	0	0	0	0	0.068132984224709	0	0	0	0	0	0	0.0146654672862043	0	0	0	0	0	0	0	0	0	0.000134290541391199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022482904791299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Anaerococcus_prevotii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0514127917145901	0.249424042573597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00477020893515136	0	0	0	0	0	0	0.075838272507991	0	0	0	0	0	0	0	0	0	0.000917652032839857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Anaerococcus_vaginalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00545436294491964	0	0	0.0263414303396675	0.126087098703657	0	0.00413543396022374	0	0	0.00299240829019195	0	0	0	0	0.0339701366887879	0	0	0	0	0.0396917384981462	0	0	0.00155021144884162	0.00570333198310888	0	0	0.059352126472749	0	0	0	0.00260008632286592	0	0	0	0	0	0.00313344596579463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0367847525900346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00106060921393248
s__Anaerofustis_stercorihominis	0	0	0.0109347201217793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00105389593711072	0	0.000390077586431941	0	0	0	0	0	0.012049993975003	0	0	0.00112076604359079	0.0536554903400612	0.0526328579641875	0.0580332672729475	0.00560682867521088	0	0.0097537727593033	0.059800215280775	0.00938755510434798	0.00129638065595052	0.0153518790699982	0	0.00630594632548263	0.0721015150921035	0.058013354674246	0	0	0.0455700983016425	0	0	0.150180015018002	0	0	0	0.00019000480712162	0.0267599761190972	0	0	0.0101801404859387	0.017130568734882	0	0	0.0267521053906942	0.000260008034248258	0	0.106738598649104	0.0702400070240007	0.0235727198396255	0	0	0.0255904836601412	0	0	0.00775716039021523	0	0.0135000027000005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0402432033589874	0	0.0157886663989864	0	0	0	0	0	0	0.0213237282162256	0.0849442726969166	0.0163135149151991	0.000339999898000031	0	0	0	0	0
s__Anaeroglobus_geminatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.107340192626928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0176814834764637	0	0	0	0	0	0	0	0	0	0	0
s__Anaerostipes_caccae	0	0	0	0	0	0	0	0	0	0	0	0.0218145439695088	0	0	0.0591804394295154	0	0	0	0	0	0.000790157162259573	0	0	0	0	0	0	0.0121607186984751	0.00465372251263786	0	0	0	0	0	0.00102134204344509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0767600076760008	0.0125117065967798	0	0	0	0	0.0356218202750161	0.00487139711669307	0	0	0.000180172280734839	1.61337526816071	0.00090007083557476	0	0	0.0691820105733658	0	0	0	0	0.0015800298625644	0	0	0	0	0.00382000076400015	0	0	0	0	0	0	0	0	0	0.0032415896755769	0	0	0	0	0	0	0	0	0	0	0	0.00184015438895323	0	0	0	0	0	0	0	0	0	0	0
s__Anaerostipes_hadrus	0	0	0	0	0	0	0.0575799827260052	0.00459774029578796	0.00383999961600004	0.00619532040783654	0	0	0.215473989754331	0.00499351393575659	0	0.0120800024160005	0	0	0.00522933126890175	0.003	0	0.0276570767081403	0.00529000158700047	0	0	0.0185700019273855	0.0188299905850047	0.00267015780632635	0.382666094609078	0.0585199984189193	0.22768573287108	0.00345018734517284	0	0.0809975733886648	1.20746661112702	0.0970875534656806	0.128500462601665	0.0629806868567823	0	0.215846419601759	0.00458402936180903	0.010398748027118	0.575591756580163	0.310661514280587	0.111842561194651	0.00956093219088861	0.0110585581287433	0	0.0318405603938629	0	0.021612948006108	0	0.042308355915314	0.186774725400553	0.00246091743001791	0.0895145741947414	0.0575665100750895	0.0166502297731709	0.12486414548963	0.0214004631228381	0	0.659101871317273	0.0334910348729776	0.578435080873498	0.226201226095025	0.0304000030400003	0.0491565248608149	0.00121128274843059	2.65445318066476	0.00138002608249296	0.00531660109191572	0	0	0.471839905632019	0	0.00731773819739047	0	0	0.287658514692035	0.00505035402981749	0.00324095121918283	0.10642996807101	0	0	0	0.000160004528128146	0.113563979425118	0	0.0394600236760142	0.033140828520713	0.170343559347324	0.00599999940000006	0.442753027136595	0.00415246653503147	0	0.00156000015600002	0.00119009984937736	0.05287	0.00877165577619541	0.30198441756803	0	0	0.11192996642101	0.0342507603668802	0	0	0.0620992001468009	0.0767440818005863
s__Anaerostipes_sp_3_2_56FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.208846624191286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Anaerostipes_unclassified	0	0	0.0176499011314879	0	0	0	0	0	0	0	0	0.014983120984101	0	0	0	0	0.00726900598751527	0	0	0	0.0232946333025639	0	0	0.0227451654270685	0.00879055732133417	0	0.148249925875037	0.676870003017178	0	0.0100368601939426	0	0.271654750852971	0.247823952488525	0	0	0	0	0	1.31708254859593	0	0	0	0	0	0	0	0	0.39596734336964	0	0	0	0	0	0	0.144583900878247	0	0	0.221623058398206	0	0	0.461894572931311	0	0	0	0	0	0	0	0	0.0299205654986879	0	0	0.0231411929470374	0	0.136610027322005	0.00616494382382896	0	0	0	0	0	0	0.0165958706310845	0.0123607849098418	0.576322628617074	0.0228706472393169	0	0.0248732136191996	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285182154394433	0	0	0.0080790988892982	0	0	0
s__Anaerotruncus_colihominis	0	0.0103642220626971	2.07149302427999	0	0.00371000074200015	0.00692013909479581	0	0.405342393920164	0.0203999979600002	0.354246014970421	0.0135492148129651	0.0154932272392339	0.0279021709269583	0	0	0.00711000142200028	0	0	0.0830670740526505	0	0.189567705016528	0	0	0.0874998712207542	0.304219287502828	0.0724147958924517	0.00829999585000207	0.138768201200691	0.19105282315324	0.00187127901920963	0.0679096055031087	0.0654635546710187	0.0724440786016253	0.00194932753224178	0.0565342860518722	0	0.0195500703802534	0.0870600659410694	0.0152148861481325	0.0338241400747452	0.0153434869250071	0.0289123596750093	0.00153045668827578	0.0309771309355414	0.000240005496125861	0.0107710501773923	0	0.196778618903508	0.00108001900833455	0.309690030969003	0.00378051566233634	0	0.00205283147044719	0.10528266365139	0.00204076079562461	0	0	0.00761010501944927	0.00157005212573057	0.0394577294809297	0.240564463794603	0.0108808563233927	0.0508515713135536	0.000990128518681725	0.268961572649672	0.120120012012001	0.0030616520674556	0.00625662576668692	0.0892711158889486	0.0456808633683177	0.00410509688829651	0	0.0948297824447242	0.0112899977420005	0.25688005137601	0	0.0604515309194402	0	0.0245707272935279	0	0.104610703241401	0	0.0512490094277157	0.0680043182742104	0.0975978619915206	0.051551458906287	0.341379044280603	0	0.0128900077340046	0.0174904372609315	0.0672153503418872	0	0.0215318188153477	0.00669008497310626	0.000991805880146571	0.446530044653005	1.26987654264193	0	0.00308409814962122	0.0930098797605897	0.0740537249023626	0.297204240945745	0.0638799808360058	0.0225405003991089	0	0.172155181870974	0.0380094446504875	0.00523300583855367
s__Anaerotruncus_unclassified	0	0.0144817909054353	0.319752865302589	0	0	0.00840016884339375	0	0	0	0	0	0	0.0439191575365174	0	0	0.0130900026180005	0.809782593226644	0	0.09524208140232	0.0248	0	0.0317169230534816	0	0	0.092105839510225	0.0851545445299379	0.0871699564150218	0.127397529193975	0.185628484224531	0.00726496560399033	0.0336297088969585	0.0612033233404574	0.0522329407145622	0.133106916595911	0.00758997322481741	0.0515599433861018	0.0110600398161433	0.0445758746639295	0.0388009745164726	0.153818827424477	0.0442589035762435	1.06758458608435	0	0.0163237577290292	0	0.00476046414525416	0.0863491591578622	0.0125705505901158	0.014540255908504	0.0723000072300007	0	0	0.0120065606491033	0	0.374689684314312	0.0363718586019746	0.0171649228998877	0.0317404380180447	0.0128604269661753	0.189130846915821	0.0364882609422773	0.0290822887761267	0.0533116473299025	0.0113814773157556	0	0.0276000027600003	0	0.00337357261339759	0.0128501606270078	0.0101001908936079	0.0471084899010611	0	0.0491086381292696	0	0.0819900163980033	0	0.0142534537485478	0	0.0121903608346807	0.10006701469773	0	0.0055399983380005	0	0.0179611405324238	0	0.00243006877094622	0	0	0	0.0260506512662817	0	0.0586399941360006	0.0439541264199919	0	0	0	0	0	0.0119759135939837	0.143062103382157	0.597960077391893	0.16448446350754	0	0.000170003774083785	0	0.0190105722182238	0	0.0113565231869186
s__Atopobium_parvulum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000656929948157669	0	0	0	0.00201137477465848	0	0.00768041704664564	0.00553031135652937	0.00529533819325472	0	0	0	0	0	0	0.00285250735396413	0.00220303894063336	0	0	0	0	0	0	0	0	0.00910124140932822	0.00882155581867105	0.00115158838586062	0.0056701434546294	0.00872325202835617	0	0	0	0.00581019289840423	0	0	0	0	0	0.0184873311981883	0	0	0.00658697560716799	0	0	0	0	0	0	0	0	0	0	0	0	0.0534856980523784	0	0	0	0.000480235507492875	0	0	0.0141818322927322	0	0	0	0	0	0	0	0	0.00126010572287015	0	0	0	0	0	0	0	0	0.00298008970069999	0	0
s__Atopobium_rimae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000824820498439027	0	0	0	0.000490025040279558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00140041102063456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Atopobium_sp_ICM58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0854050663869846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Atopobium_vaginae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000250003125039063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Bacteroidales_bacterium_ph8	0	2.38759740058883	0	0.281700973550313	0	0	0	0	0	0	0	0.0769560299410367	0	0	0	0.280070056014011	0	0	0.252513466531728	6.65447	0	0.317229376406599	0	0	0	0.382110342881067	0	0.526061090210431	1.25430331722345	0.104771611396389	0.940511525677463	0.195010589074987	0.217392239183066	0.190441261435971	0	1.87227419565888	0	0.186960465782862	0	0	0.182980840158499	0.152120849419055	0	0	0	0	2.28248238013116	0	0.0884915574514111	0.0211100021110002	0	0	0	0.000960024288614502	0.0357433251116016	0	0	0.000250003450047611	0	0.000350334990317742	0	0.000490038566035147	0.0671120737630793	0.055077149013942	0.000525971287115528	0	0	0.210763198226922	0	0	0.584986319013687	0	0	0	0	0	0	0.07606	0.67328992938191	1.51607627694701	0	0.00929999721000084	0	0	0	0	0	0	0	1.86205655141379	0.00910072441766364	0.227769977223002	0.485926725179451	0	0.141487620659697	0	0	2.14425	0.77502985967754	0.213567494753122	0	0	0	0.952431143971396	0	0	3.63088126505151	0
s__Bacteroides_barnesiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.27410660008139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Bacteroides_caccae	0	2.22575685936755	0	2.59243209918951	2.89081057816212	0	0	0.359565328230075	0	49.3694757766481	0	3.9287383561996	2.36093984195906	2.36257254229801	2.73555255147008	2.87940057588012	0	3.26951901914429	0	0	6.3783286495684	0.000731774773357825	0	0	0	0.0118012772829753	0.0154499922750039	1.12695660313524	0.210508385657688	0.925792779364696	0.367416073020281	0.000990053759919164	0	0.146732113161478	0.00784030215703435	0.771028233720804	0.00208000748802696	0.833120495374678	2.74872896911308	0.00185022646771965	1.06669762721432	0.00814518067041507	0.00435129842745075	5.60567042533191	0.15438353538296	0.00288028082738067	1.37445523292779	0.00458020061278684	0.337045932008403	0.00369000036900004	0.00198027010884284	0.00193128702073528	0.780566635560429	0.0074901895017944	1.35178394505472	1.62862322264668	2.74576748611502	0.0020300280143866	1.16071853585539	2.6910431754844	0.00982222375145733	3.57980173039618	0.544316819389719	0.20433652288067	0.515586151914608	0.652170065217006	0.940837676009975	0.469206890096612	0.00551006887586095	6.19505708657894	2.32718943840673	7.33259845491429	7.8101876972238	0	3.75626075125215	0	0	0.30346	0.000300008880262856	0	4.09073062943974	5.11604846518546	4.33301366096398	1.04884660175921	0	0	0	3.93622856073005	0	0	0	6.01809939819006	7.22741712926225	0	0.35175046725077	0.00150000015000002	9.24052528007099	0	0.884895849604955	3.9408971495849	0	0	0.00176999946900016	0.873279386802387	0	0	0	5.40168272655813
s__Bacteroides_cellulosilyticus	0	0	0	0.0734371374398109	0.098890019778004	0.241334850830502	0	0	16.2633083736692	0	2.56520760357848	6.50372472586039	9.86503312745019	0	0	0.227980045596009	0	15.2702854189144	0	0	0	0.114738274737721	0	0	3.75106781769964	0.137744133058346	0.00136999931500034	0.000280016548978044	0.973858989805946	0	0.702892925187501	2.26511299563566	2.73494397734592	0.11881854674618	0	2.76507953276327	0.00188000676802437	0.0105384813698064	0.0033766193829409	0.00330040396944586	0.200666385753077	0.0828059682548152	0	0.05659302771498	0.00213004877811702	0.00182017746730306	0.0310061479958498	0.000580025405112744	0.00485008536150236	0.773110077311008	0.125167072788728	3.95255994609295	0.00164226517635775	0.101302562954843	0.0998372193153607	0	0.000360103277620021	0.00137001890626091	0.103563438306152	1.3764461578161	0.0143532495757039	0.00109008578975165	0.386081929931635	0.13695777711947	0.653927791304441	0.424190042419004	0	0.271037028212878	0.000510006375079689	0.000160003024057155	2.06443320026144	0	0.374789108465748	0	8.64854172970834	8.81229099336792	7.52323021458786	6.19136	0	1.74349221880454	0	0	0	1.11517081334665	0	11.8776061362537	1.38451860057908	0	4.12942247765349	1.07416685417135	9.38644716119403	0	4.22161724570617	0	0.976668317672818	0	0	22.71784	0.210219339458272	0.821899138665472	3.91201677444375	0.0136047409833844	0.000409999877000037	1.72350826188341	0	3.24723774185603	0.137039287353811	0.000100057473012498
s__Bacteroides_clarus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00126036386704842	0	0	0.291313937189452	0	0	0	0	0	0	0	0	0	0.346949867859581	0	0	0	0	0	0.00722000072200007	0	0	0	0.0361009133531078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00496006200077501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00394009850246256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Bacteroides_coprocola	0	0	0	0	4.9964009992802	0	0	0	0	0	0	0	0	11.2721922416805	0	0	0	0	0	0	0	0	0	0	0	0.0141357247773213	0.0185799907100046	0	0	0	0	0	0	0	0.0137981307437974	0	0	0	0	0	0	0	0	0	0	0	0	0	0.495908727993613	0	0	0	0	0	0	0	0	0	0.011880394429095	0	0	0	0	0.000270035050549561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.33832	0	0	0	0	0	0	0	0	0	0
s__Bacteroides_coprophilus	0	0	0	0	0.0387000077400016	0	0	0	0	0	0	0	0	0	0	0	0.32256214069599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.88320614138654	0	0.00109042177514263	0	0	0	0	0	0	0	0	0	0	0	0	1.60218819851229	0	0	0	0	0	0	0	0	0	0	0	0	0.00129010153099049	0.000160004944152774	0	0.000962415546636923	0	0	0	0.00271003387542344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Bacteroides_dorei	0.196203463482065	1.17181992123995	0.00143324012595274	0.024455678389202	0.263150052630011	0.0022900460299252	0	1.01611062223253	4.42567955743204	0	7.13973365455343	23.6080975667231	0.00305133099057809	0	0.014122491207449	0.283030056606011	0.00423660439332591	36.5101590469523	0	0.00591	0.933435660352844	0.522106264322862	4.99738149921445	0.00130029529706196	18.2732385233224	0	1.46655926672037	0.0047102783774521	0.284907897827472	0.074991256523834	0.0609876071221762	0.0328817854809516	0.0518029165041992	0.310385193149219	1.62216152023759	0.0576923153875919	1.08731391433009	0.0122898909041997	1.41485376876448	0.531505056218881	2.05983059108957	0.0116417470624295	0.00872260282468288	0.359932856543576	0.0323007396869388	0.0153114928705549	0.0370326101913502	0.00870038107669116	0.0451707950059921	0.672820067282007	0.023483203108904	2.44741341824022	1.10261083111936	0.00254006426362587	0	0.00292014921962512	0.0188253991244689	1.02222410669267	0.00194006441013842	1.80549641567267	0.138201288771778	1.21769583266203	2.84472790209217	0.0510366245538671	0.280488177452417	0.00716000071600007	0	2.46037553769442	0.0074700933761672	1.23531334742227	6.30197453157841	0.000440246670209318	0.00304673999822407	13.8269772346046	7.36091147218229	0.00304738686576261	6.44718492278106	0.29876	8.69682742609181	0.571440057948062	0.00190055781371833	0.00388999883300035	7.52643753221205	14.2018218156853	0.00221108431574844	0.00347009820377917	0.0015769646022135	0.962354336180234	1.77671106602664	0.00251006275156879	4.70160424769812	0.00213999978600002	0.00121066453376258	0.000371114158927933	0.0718608442251651	7.47432074743208	3.22487056664054	0.13569	0.135169613382262	5.81211183760104	0.0102005130858082	0.00485956072411716	0.00699999790000063	34.7596116633789	49.2749265063444	0.0017400523755765	2.30557812951847	0.00426244835033243
s__Bacteroides_eggerthii	1.9186562840207	0	0	0.162917680604234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.36384522683498	0	0	0.00453362644779559	0	0	0	0	0	0	0	0	0	0	0	0.0802505402248576	0	0	0.817168112099405	0	0	0.139482467514858	0	0.0214403773506414	0.00313000031300003	0	0	0	0.01142028893331	0.421227033438066	0	0	0	0	0.00718687208708968	5.81924747762893	0	0	0.0184523951208867	0	0.000410000041000004	0	0.112959624242072	0	0.000240004536085732	0.400847692495002	0	13.7597192509269	0	0.000800000160000032	0.000290704668115512	0	0.00056	0	0	0	0.00128999961300012	0.000850813633077311	3.70449523544745	0	0	0	0.000560072361349086	0	4.98900472511813	0	0	0	0	25.2880845443383	0.00188000018800002	0	0	0.552043555476517	0	0	0	0	0.000650014430320353	0	0	0	0.000270155177133746
s__Bacteroides_faecis	2.18848483944655	0.760113251220307	0.0446409197272273	0.0833816454825946	1.22738024547605	0	0	0	0	0	0	6.00528090001147	0.00745325110813337	0.0108576405216351	0.000520091744183674	0	0	0	0	0	0.0105420968230581	0.509365363816865	0	0.794200362902415	0	0.000363657649872996	0.00182999908500046	0.137018097769578	0.00378302604253142	0	0.00185053424923775	1.4659696021494	1.86032473628265	0.000874182965489869	0	0.0337230440734476	0	0	0.00271335486129179	0	0.0150932669816769	0.0209591869856586	0.00691206255946774	0.000530122034092248	0.00134003068670273	0.00864084248214201	0.15441804965604	0.00426018659617291	0.0766313487117373	0.00641000064100006	0	0	0.117812498779567	0	0.0944051942564188	0.0013400684774992	0.0057816581795659	0.0047400654129027	0.0478315880087219	0	0	0.0277821864580743	0.441203633192266	0.0442357417992856	0.0145369511055972	0.096250009625001	0	0	1.00280253503169	0	0.000800994514789563	0	0.0331132531385932	0	8.00000160000032e-05	0	0	0.10075	0	0.0105707410089447	0.10137975495808	0.174389947683016	1.10708870893235	0	0	0	0	3.63376948301721	0	0.00172004300107503	0.493169256272799	0	3.26033960040666	0	1.43786807018219	6.18389061838906	2.10375650517078	2.19256	0.00055073181243236	0.00236152034679927	0	0	0	0	0	0	0	0
